Name,Address,Latitude,Longitude,
Monmouth University,"400 Cedar Ave,West Long Branch,NJ,7764",40.2800543,-40.2800543,
Monroe College,"2501 Jerome Avenue,Bronx,NY,10468",40.8644448,-40.8644448,
Monroe Community College,"1000 E Henrietta Rd,Rochester,NY,14623",43.1046748,-43.1046748,
Montana State University,"PO BOX 172420,Bozeman,MT,597172420",45.6674,-111.0546,
Montana State University-Billings,"1500 University Drive,Billings,MT,59101",45.7966938,-45.7966938,
Montana State University-Northern,"300 W 11th St,Havre,MT,59501",48.5411668,-48.5411668,
Montana Tech of the University of Montana,"1300 W Park St,Butte,MT,59701",46.0128511,-46.0128511,
Montclair State University,"1 Normal Avenue,Montclair,NJ,7043",40.8647437,-40.8647437,
Monterey Peninsula College,"980 Fremont St,Monterey,CA,93940",36.5893339,-36.5893339,
Montgomery College,"9221 Corporate Blvd,Rockville,MD,20850",39.1092607,-39.1092607,
Montgomery County Community College,"340 Dekalb Pike,Blue Bell,PA,19422",40.1767143,-40.1767143,
Montreat College,"PO Box 1267,Montreat,NC,28757",35.64959,-35.64959,
Moody Bible Institute,"820 N LaSalle Blvd,Chicago,IL,60610",41.8973002,-41.8973002,
Moorpark College,"7075 Campus Rd,Moorpark,CA,93021",34.2996142,-34.2996142,
Moraine Valley Community College,"9000 W. College Parkway,Palos Hills,IL,60465",41.6914849,-41.6914849,
Moravian College,"1200 Main St,Bethlehem,PA,18018",40.6310594,-40.6310594,
Morehead State University,"University Blvd,Morehead,KY,40351",38.1883028,-38.1883028,
Morgan State University,"1700 East Cold Spring Lane,Baltimore,MD,21251",39.3442922,-39.3442922,
Morningside College,"1501 Morningside Ave,Sioux City,IA,51106",42.4746152,-42.4746152,
Morris College,"100 West College Street,Sumter,SC,29150",33.9380183,-33.9380183,
Morrisville State College,"80 Eaton Street,Morrisville,NY,13408",42.8944699,-42.8944699,
Morton College,"3801 South Central Avenue,Cicero,IL,60804",41.8242401,-41.8242401,
Motlow State Community College,"6015 Ledford Mill Road,Tullahoma,TN,37388",35.3664331,-35.3664331,
Mott Community College,"1401 E Court St,Flint,MI,48503",43.0205111,-43.0205111,
Mount Aloysius College,"7373 Admiral Peary Hwy,Cresson,PA,16630",40.4605496,-40.4605496,
Mount Marty College,"1105 W. 8th Street,Yankton,SD,57078",42.8741668,-42.8741668,
Mount Mercy University,"1330 Elmhurst Dr NE,Cedar Rapids,IA,52402",42.0025313,-42.0025313,
Mount Saint Joseph University,"5701 Delhi Rd,Cincinnati,OH,45233",39.0930874,-39.0930874,
Mount Saint Mary College,"330 Powell Avenue,Newburgh,NY,12550",41.5108609,-41.5108609,
Mount St. Mary's University,"16300 Old Emmitsburg Road,Emmitsburg,MD,21727",39.683818,-39.683818,
Mount Vernon Nazarene University,"800 Martinsburg Rd,Mount Vernon,OH,43050",40.372867,-40.372867,
Mountain View College,"4849 West Illinois Ave.,Dallas,TX,75211",32.7269983,-32.7269983,
Mt Hood Community College,"26000 SE Stark St,Gresham,OR,97030",45.516477,-45.516477,
Mt San Antonio College,"1100 N Grand Ave,Walnut,CA,91789",34.0482035,-34.0482035,
Mt San Jacinto Community College District,"1499 N. State St.,San Jacinto,CA,92583",33.8066222,-33.8066222,
Muhlenberg College,"2400 Chew Street,Allentown,PA,18104",40.5955704,-40.5955704,
Multnomah University,"8435 NE Glisan St,Portland,OR,97220",45.5268724,-45.5268724,
Murray State College,"One Murray Campus,Tishomingo,OK,73460",34.2242914,-34.2242914,
Murray State University,"218 Wells Hall,Murray,KY,42071",36.6163842,-36.6163842,
Muskegon Community College,"221 S Quarterline Rd,Muskegon,MI,49442",43.2479391,-43.2479391,
Muskingum University,"163 Stormont Street,New Concord,OH,43762",39.9973291,-39.9973291,
Napa Valley College,"2277 Napa-Vallejo Hwy,Napa,CA,94558",38.2743057,-38.2743057,
Nassau Community College,"One Education Dr,Garden City,NY,11530",40.7290406,-40.7290406,
Navajo Technical University,"PO Box 849,Crownpoint,NM,87313",35.6874308,-35.6874308,
Navarro College,"3200 W 7th Avenue,Corsicana,TX,75110",32.0761398,-32.0761398,
Nazareth College,"4245 East Ave,Rochester,NY,14618",43.101447,-43.101447,
Nebraska Christian College of Hope International University,"12550 S. 114th St.,Papillion,NE,68046",41.121667,-41.121667,
Nebraska College of Technical Agriculture,"404 East 7th,Curtis,NE,69025",40.6354483,-40.6354483,
Nebraska Wesleyan University,"5000 St Paul Ave,Lincoln,NE,68504",40.8387836,-40.8387836,
Neosho County Community College,"800 W 14th St,Chanute,KS,66720",37.6674718,-37.6674718,
Neumann University,"One Neumann Drive,Aston,PA,19014",39.8753225,-39.8753225,
New England College,"98 Bridge St,Henniker,NH,3242",43.1798819,-43.1798819,
New Hope Christian College-Eugene,"2155 Bailey Hill Rd,Eugene,OR,97405",44.0329569,-44.0329569,
New Jersey City University,"2039 Kennedy Blvd,Jersey City,NJ,7305",40.709662,-40.709662,
New Jersey Institute of Technology,"University Heights,Newark,NJ,7102",40.7350747,-40.7350747,
New Mexico Highlands University,"University Ave,Las Vegas,NM,87701",35.5949351,-35.5949351,
New Mexico Junior College,"5317 Lovington Hwy,Hobbs,NM,88240",32.7578125,-32.7578125,
New Mexico Military Institute,"101 W.  College Blvd.,Roswell,NM,88201",33.409521,-33.409521,
New Mexico State University-Main Campus,"2850 Weddell Street,Las Cruces,NM,88003",32.2824831,-32.2824831,
New York Institute of Technology,"Northern Blvd,Old Westbury,NY,11568",40.8143914,-40.8143914,
New York University,"70 Washington Sq South,New York,NY,10012",40.7294556,-40.7294556,
Newberry College,"2100 College St,Newberry,SC,29108",34.2857182,-34.2857182,
Newman University,"3100 McCormick Ave,Wichita,KS,67213",37.6735241,-37.6735241,
NHTI-Concord's Community College,"31 College Drive,Concord,NH,3301",43.2226424,-43.2226424,
Niagara County Community College,"3111 Saunders Settlement Rd,Sanborn,NY,14132",43.1463793,-43.1463793,
Niagara University,"Lewiston Road,Niagara University,NY,14109",43.1369816,-43.1369816,
Nicholls State University,"University Station  La Hwy 1,Thibodaux,LA,70301",29.7907128,-29.7907128,
Nichols College,"Center Rd,Dudley,MA,1571",42.0381398,-42.0381398,
Norco College,"2001 Third St,Norco,CA,92860",33.916817,-33.916817,
Norfolk State University,"700 Park Avenue,Norfolk,VA,23504",36.8480161,-36.8480161,
North Arkansas College,"1515 Pioneer Drive,Harrison,AR,72601",36.2211118,-36.2211118,
North Carolina A & T State University,"1601 E Market  St,Greensboro,NC,27411",36.0723647,-36.0723647,
North Carolina Central University,"1801 Fayetteville Street,Durham,NC,27707",35.9747369,-35.9747369,
North Carolina State University at Raleigh,"2101 Hillsborough Street,Raleigh,NC,27695",35.7863971,-35.7863971,
North Carolina Wesleyan College,"3400 N Wesleyan Blvd,Rocky Mount,NC,27804",36.018937,-36.018937,
North Central College,"30 North Brainard St,Naperville,IL,60540",41.7757515,-41.7757515,
North Central Missouri College,"1301 Main St,Trenton,MO,64683",40.078383,-40.078383,
North Central Texas College,"1525 W California Street,Gainesville,TX,76240",33.6187918,-33.6187918,
North Central University,"910 Elliot Ave,Minneapolis,MN,55404",44.9690031,-44.9690031,
North Country Community College,"23 Santanoni Avenue,Saranac Lake,NY,12983",44.3186802,-44.3186802,
North Dakota State College of Science,"800 N 6th St,Wahpeton,ND,58076",46.2715363,-46.2715363,
North Dakota State University-Main Campus,"1301  12th Avenue North,Fargo,ND,58108",46.8903848,-46.8903848,
North Greenville University,"7801 N. Tigerville Road,Tigerville,SC,29688",35.0688319,-35.0688319,
North Idaho College,"1000 West Garden Avenue,Coeur d'Alene,ID,83814",47.6765034,-47.6765034,
North Iowa Area Community College,"500 College Dr,Mason City,IA,50401",43.1567371,-43.1567371,
North Lake College,"5001 North MacArthur Blvd.,Irving,TX,75038",32.8752069,-32.8752069,
North Park University,"3225 W Foster Ave,Chicago,IL,60625",41.975649,-41.975649,
Northampton County Area Community College,"3835 Green Pond Rd,Bethlehem,PA,18020",40.6730296,-40.6730296,
Northeast Alabama Community College,"138 AL Highway 35 W,Rainsville,AL,35986",34.5448368,-34.5448368,
Northeast Community College,"801 E Benjamin,Norfolk,NE,68702",42.0495426,-42.0495426,
Northeast Mississippi Community College,"101 Cunningham Blvd,Booneville,MS,38829",34.6675368,-34.6675368,
Northeast Texas Community College,"2886 FM 1735,Mount Pleasant,TX,75455",33.1039783,-33.1039783,
Northeastern Junior College,"100 College Avenue,Sterling,CO,80751",40.6345731,-40.6345731,
Northeastern Oklahoma A&M College,"200 I St NE,Miami,OK,74354",36.8795784,-36.8795784,
Northeastern State University,"600 N Grand,Tahlequah,OK,74464",35.920645,-35.920645,
Northeastern University,"360 Huntington Ave,Boston,MA,2115",42.3403745,-42.3403745,
Northern Arizona University,"1900 S. Knoles Dr., Babbitt Administrative Center, Room 200,Flagstaff,AZ,86011",35.1804402,-35.1804402,
Northern Essex Community College,"100 Elliott Street,Haverhill,MA,1830",42.7958343,-42.7958343,
Northern Illinois University,"1425 W. Lincoln Hwy.,Dekalb,IL,60115",41.9339755,-41.9339755,
Northern Kentucky University,"Nunn Drive,Highland Heights,KY,41099",39.0334704,-39.0334704,
Northern Michigan University,"1401 Presque Isle Avenue,Marquette,MI,49855",46.5573421,-46.5573421,
Northern New Mexico College,"921 Paseo de Onate,Espanola,NM,87532",36.0037499,-36.0037499,
Northern Oklahoma College,"1220 E Grand Ave,Tonkawa,OK,74653",36.678641,-36.678641,
Northern State University,"1200 S Jay St,Aberdeen,SD,57401",45.4527992,-45.4527992,
Northern Virginia Community College,"4001 Wakefield Chapel Rd,Annandale,VA,22003",38.8363305,-38.8363305,
Northland College,"1411 Ellis Avenue,Ashland,WI,54806",46.5802698,-46.5802698,
Northland Community and Technical College,"1101 Hwy One East,Thief River Falls,MN,56701",48.1252563,-48.1252563,
Northwest Christian University,"828 E. 11th Ave.,Eugene,OR,97401",44.047441,-44.047441,
Northwest College,"231 W 6th St,Powell,WY,82435",44.7592091,-44.7592091,
Northwest Florida State College,"100 College Boulevard,Niceville,FL,32578",30.5348147,-30.5348147,
Northwest Indian College,"2522 Kwina Rd,Bellingham,WA,98226",48.79461,-48.79461,
Northwest Kansas Technical College,"1209 Harrison St,Goodland,KS,67735",39.346341,-39.346341,
Northwest Mississippi Community College,"4975 Hwy 51 N,Senatobia,MS,38668",34.625492,-34.625492,
Northwest Missouri State University,"800 University Drive,Maryville,MO,64468",40.3563259,-40.3563259,
Northwest Nazarene University,"623 S. University Blvd.,Nampa,ID,83686",43.5631616,-43.5631616,
Northwest University,"P.O. Box 579,Kirkland,WA,98083",47.7933719,-47.7933719,
Northwestern College,"101 Seventh St SW,Orange City,IA,51041",42.9962057,-42.9962057,
Northwestern Oklahoma State University,"709 Oklahoma Blvd,Alva,OK,73717",36.7967815,-36.7967815,
Northwestern State University of Louisiana,"175 Sam Sibley Drive,Natchitoches,LA,71497",31.75041,-31.75041,
Northwestern University,"633 Clark St,Evanston,IL,60208",42.0506265,-42.0506265,
Northwood University,"4000 Whiting Dr,Midland,MI,48640",43.6298818,-43.6298818,
Norwich University,"158 Harmon Drive,Northfield,VT,5663",44.1383439,-44.1383439,
Notre Dame College,"4545 College Rd,Cleveland,OH,44121",41.5075825,-41.5075825,
Notre Dame de Namur University,"1500 Ralston Ave,Belmont,CA,94002",37.5173394,-37.5173394,
Notre Dame of Maryland University,"4701 N Charles St,Baltimore,MD,21210",39.3519363,-39.3519363,
Nova Southeastern University,"3301 College Ave,Fort Lauderdale,FL,33314",26.0788141,-26.0788141,
Nunez Community College,"3710 Paris Road,United States,LA,70043",29.955098,-29.955098,
Nyack College,"1 South Blvd,Nyack,NY,10960",41.0863519,-41.0863519,
Oak Hills Christian College,"1600 Oak Hills Rd SW,Bemidji,MN,56601",47.4241899,-47.4241899,
Oakland City University,"138 N Lucretia St,Oakland City,IN,47660",38.3395434,-38.3395434,
Oakland Community College,"2480 Opdyke Rd,Bloomfield Hills,MI,48304",42.5954493,-42.5954493,
Oakland University,"201 Meadow Brook Rd,Rochester,MI,483094451",42.671408,-42.671408,
Oakton Community College,"1600 E Golf Rd.,Des Plaines,IL,60016",42.0545834,-42.0545834,
Oakwood University,"7000 Adventist Blvd NW,Huntsville,AL,35896",34.7529622,-34.7529622,
Oberlin College,"173 West Lorain Street,Oberlin,OH,44074",41.2935549,-41.2935549,
Occidental College,"1600 Campus Rd,Los Angeles,CA,90041",34.1273185,-34.1273185,
Ocean County College,"College Drive,Toms River,NJ,8754",40.0070826,-40.0070826,
Odessa College,"201 W University Blvd,Odessa,TX,79764",31.8676128,-31.8676128,
Oglala Lakota College,"490 Piya Wiconi Road,Kyle,SD,57752",43.4239256,-43.4239256,
Oglethorpe University,"4484 Peachtree Road, NE,Atlanta,GA,30319",33.8761916,-33.8761916,
Ohio Christian University,"1476 Lancaster Pike,Circleville,OH,43113",39.6118969,-39.6118969,
Ohio Dominican University,"1216 Sunbury Road,Columbus,OH,43219",39.9920005,-39.9920005,
Ohio Northern University,"525 S. Main St,Ada,OH,45810",40.7655097,-40.7655097,
Ohio State University-Main Campus,"190 N. Oval Mall,Columbus,OH,43210",40.0007775,-40.0007775,
Ohio University-Main Campus,"020 Chubb Hall,Athens,OH,45701",39.3267795,-39.3267795,
Ohio Valley University,"1 Campus View Drive,Vienna,WV,26105",39.3071375,-39.3071375,
Ohio Wesleyan University,"61 S Sandusky Street,Delaware,OH,43015",40.2934076,-40.2934076,
Ohlone College,"43600 Mission Blvd,Fremont,CA,94539",37.5316572,-37.5316572,
Oklahoma Baptist University,"500 W University,Shawnee,OK,74804",35.3604545,-35.3604545,
Oklahoma Christian University,"2501 E Memorial Rd,Edmond,OK,73013",35.6127474,-35.6127474,
Oklahoma City University,"2501 N Blackwelder,Oklahoma City,OK,73106",35.495481,-35.495481,
Oklahoma Panhandle State University,"323 Eagle Ave,Goodwell,OK,73939",36.595016,-36.595016,
Oklahoma State University-Main Campus,"107 Whitehurst,Stillwater,OK,74078",36.1219844,-36.1219844,
Oklahoma Wesleyan University,"2201 Silver Lake Rd,Bartlesville,OK,74006",36.7181532,-36.7181532,
Old Dominion University,"5115 Hampton Blvd,Norfolk,VA,23529",36.8839664,-36.8839664,
Olivet College,"320 South Main Street,Olivet,MI,49076",42.4433728,-42.4433728,
Olivet Nazarene University,"One University Avenue,Bourbonnais,IL,60914",41.1549071,-41.1549071,
Olney Central College,"305 N West Street,Olney,IL,62450",38.7361594,-38.7361594,
Olympic College,"1600 Chester Ave,Bremerton,WA,98337",47.575258,-47.575258,
Onondaga Community College,"4585 West Seneca Turnpike,Syracuse,NY,13215",43.0040883,-43.0040883,
Oral Roberts University,"7777 S Lewis Ave.,Tulsa,OK,74171",36.0480386,-36.0480386,
Orange Coast College,"2701 Fairview Road,Costa Mesa,CA,92626",33.6711258,-33.6711258,
Orange County Community College,"115 South St,Middletown,NY,10940",41.4386164,-41.4386164,
Oregon Institute of Technology,"3201 Campus Drive,Klamath Falls,OR,97601",42.2539585,-42.2539585,
Oregon State University,"1500 SW Jefferson Avenue,Corvallis,OR,97331",44.5639127,-44.5639127,
Otero Junior College,"1802 Colorado Ave,La Junta,CO,81050",37.968363,-37.968363,
Ottawa University-Ottawa,"1001 South Cedar,Ottawa,KS,66067",38.6029423,-38.6029423,
Ottawa University-Surprise,"15950 N. Civic Center Plaza,Surprise,AZ,85374",33.6288291,-33.6288291,
Otterbein University,"1 South Grove Street,Westerville,OH,43081",40.1253397,-40.1253397,
Ouachita Baptist University,"410 Ouachita St,Arkadelphia,AR,71998",34.124339,-34.124339,
Our Lady of the Lake University,"411 SW 24th St.,San Antonio,TX,78207",29.4269288,-29.4269288,
Owens Community College,"30335 Oregon Rd,Perrysburg,OH,43551",41.587956,-41.587956,
Oxnard College,"4000 S Rose Ave,Oxnard,CA,93033",34.1651566,-34.1651566,
Ozark Christian College,"1111 N Main St,Joplin,MO,64801",37.1033135,-37.1033135,
Pace University-New York,"1 Pace Plaza,New York,NY,10038",40.710974,-40.710974,
Pacific Lutheran University,"12180 Park Ave South,Tacoma,WA,98447",47.1451931,-47.1451931,
Pacific Union College,"One Angwin Ave,Angwin,CA,94508",38.5698777,-38.5698777,
Pacific University,"2043 College Way,Forest Grove,OR,97116",45.5209573,-45.5209573,
Paine College,"1235 15th Street,Augusta,GA,30901",33.4682106,-33.4682106,
Palm Beach Atlantic University,"901 S. Flagler Drive,West Palm Beach,FL,33401",26.7047472,-26.7047472,
Palm Beach State College,"4200 Congress Ave,Lake Worth,FL,33461",26.6119841,-26.6119841,
Palomar College,"1140 W. Mission,San Marcos,CA,92069",33.1512336,-33.1512336,
Panola College,"1109 W Panola Street,Carthage,TX,75633",32.1568728,-32.1568728,
Paradise Valley Community College,"18401 N 32nd St,Phoenix,AZ,85032",33.6515443,-33.6515443,
Paris Junior College,"2400 Clarksville St,Paris,TX,75460",33.6486992,-33.6486992,
Park University,"8700 NW River Park Dr,Parkville,MO,64152",39.1895409,-39.1895409,
Parkland College,"2400 W Bradley Ave,Champaign,IL,61821",40.1327671,-40.1327671,
Pasadena City College,"1570 E Colorado Blvd.,Pasadena,CA,91106",34.1440134,-34.1440134,
Pasco-Hernando State College,"10230 Ridge Road,New Port Richey,FL,34654",28.275714,-28.275714,
Passaic County Community College,"One College Blvd,Paterson,NJ,75051179",40.9184697,-40.9184697,
Patrick Henry Community College,"645 Patriot Avenue,Martinsville,VA,24112",36.7405668,-36.7405668,
Paul D Camp Community College,"100 N College Dr,Franklin,VA,23851",36.6744182,-36.6744182,
Paul Quinn College,"3837 Simpson Stuart Rd,Dallas,TX,75241",32.6789702,-32.6789702,
Paul Smiths College of Arts and Science,"7777 State Route 30,Paul Smiths,NY,12970",44.4393179,-44.4393179,
Pearl River Community College,"101 Hwy 11 North,Poplarville,MS,39470",30.8443542,-30.8443542,
Peninsula College,"1502 E Lauridsen Blvd,Port Angeles,WA,98362",48.1018573,-48.1018573,
Pennsylvania College of Technology,"One College Ave,Williamsport,PA,17701",41.234716,-41.234716,
Pennsylvania Highlands Community College,"101 Community College Way,Johnstown,PA,15904",40.2641463,-40.2641463,
Pennsylvania State University-Main Campus,"201 Old Main,University Park,PA,16802",40.7964727,-40.7964727,
Pennsylvania State University-Penn State Abington,"1600 Woodland Road,Abington,PA,19001",40.1152666,-40.1152666,
Pennsylvania State University-Penn State Altoona,"3000 Ivyside Park,Altoona,PA,16601",40.5418014,-40.5418014,
Pennsylvania State University-Penn State Beaver,"100 University Drive,Monaca,PA,15061",40.6781827,-40.6781827,
Pennsylvania State University-Penn State Berks,"P.O. Box 7009,Reading,PA,196106009",40.358819,-40.358819,
Pennsylvania State University-Penn State Brandywine,"25 Yearsley Mill Road,Media,PA,19063",39.9271084,-39.9271084,
Pennsylvania State University-Penn State DuBois,"1 College Place,DuBois,PA,15801",41.126886,-41.126886,
Pennsylvania State University-Penn State Erie-Behrend College,"5103 Station Road,Erie,PA,16563",42.123143,-42.123143,
Pennsylvania State University-Penn State Fayette- Eberly,"2201 University Drive,Lemont Furnace,PA,15456",39.9464376,-39.9464376,
Pennsylvania State University-Penn State Greater Allegheny,"4000 University Drive,McKeesport,PA,15132",40.3448411,-40.3448411,
Pennsylvania State University-Penn State Harrisburg,"777 West Harrisburg Pike,Middletown,PA,17057",40.1971999,-40.1971999,
Pennsylvania State University-Penn State Hazleton,"76 University Drive,Hazleton,PA,18202",40.9837226,-40.9837226,
Pennsylvania State University-Penn State Lehigh Valley,"2809 Saucon Valley Road,Center Valley,PA,18034",40.5591506,-40.5591506,
Pennsylvania State University-Penn State Mont Alto,"1 Campus Drive,Mont Alto,PA,17237",39.8407473,-39.8407473,
Pennsylvania State University-Penn State New Kensington,"3550 Seventh Street Road, Route 780,New Kensington,PA,15068",40.5502322,-40.5502322,
Pennsylvania State University-Penn State Schuylkill,"200 University Drive,Schuylkill Haven,PA,17972",40.6393157,-40.6393157,
Pennsylvania State University-Penn State Shenango,"147 Shenango Avenue,Sharon,PA,161461537",41.2352108,-41.2352108,
Pennsylvania State University-Penn State Wilkes-Barre,"44 University Drive,Dallas,PA,18612",41.3066138,-41.3066138,
Pennsylvania State University-Penn State Worthington Scranton,"120 Ridge View Drive,Dunmore,PA,18512",41.4401197,-41.4401197,
Pennsylvania State University-Penn State York,"1031 Edgecomb Avenue,York,PA,17403",39.9510771,-39.9510771,
Pensacola State College,"1000 College Blvd,Pensacola,FL,32504",30.4783322,-30.4783322,
Pepperdine University,"24255 Pacific Coast Hwy,Malibu,CA,90263",34.0390661,-34.0390661,
Peru State College,"600 Hoyt Street,Peru,NE,68421",40.475025,-40.475025,
Pfeiffer University,"48380 US Hwy 52N,Misenheimer,NC,28109",35.4842942,-35.4842942,
Philander Smith College,"900 W. Daisy Bates Drive,Little Rock,AR,72202",34.7380987,-34.7380987,
Phoenix College,"1202 W Thomas Rd,Phoenix,AZ,85013",33.4814939,-33.4814939,
Piedmont College,"1021 Central Ave,Demorest,GA,30535",34.5662172,-34.5662172,
Piedmont International University,"420 S. Broad St.,Winston-Salem,NC,27101",36.0878249,-36.0878249,
Pierce College-Fort Steilacoom,"9401 Farwest Dr SW,Lakewood,WA,98498",47.1714295,-47.1714295,
Pima Community College,"4905C East  Broadway Blvd.,Tucson,AZ,857091275",32.2221098,-32.2221098,
Pine Manor College,"400 Heath St,Chestnut Hill,MA,2467",42.3207628,-42.3207628,
Pitt Community College,"1986 Pitt Tech Road,Winterville,NC,28590",35.5495861,-35.5495861,
Pittsburg State University,"1701 S Broadway,Pittsburg,KS,66762",37.3913218,-37.3913218,
Plymouth State University,"17 High Street,Plymouth,NH,3264",43.759527,-43.759527,
Point Loma Nazarene University,"3900 Lomaland Dr,San Diego,CA,92106",32.7183123,-32.7183123,
Point Park University,"201 Wood St,Pittsburgh,PA,15222",40.4383106,-40.4383106,
Point University,"507 West 10th Street,West Point,GA,31833",32.8791226,-32.8791226,
Polk State College,"999 Avenue H NE,Winter Haven,FL,33881",28.0324218,-28.0324218,
Pomona College,"550 N College Ave,Claremont,CA,91711",34.099078,-34.099078,
Pontifical Catholic University of Puerto Rico-Ponce,"2250 Boulevard Luis A. Ferre Aguayo Suite 608,Ponce,PR,717",18.0033854,-18.0033854,
Porterville College,"100 E College Ave,Porterville,CA,93257",36.0489004,-36.0489004,
Portland Community College,"12000 SW 49th Avenue,Portland,OR,97219",45.4380653,-45.4380653,
Portland State University,"724 SW Harrison,Portland,OR,97201",45.5111227,-45.5111227,
Post University,"800 Country Club Rd,Waterbury,CT,6708",41.535424,-41.535424,
Potomac State College of West Virginia University,"101 Fort Ave,Keyser,WV,26726",39.4386592,-39.4386592,
Prairie State College,"202 South Halsted Street,Chicago Heights,IL,60411",41.5255653,-41.5255653,
Prairie View A & M University,"FM 1098 Road & University Drive,Prairie View,TX,77446",30.0879218,-30.0879218,
Pratt Community College,"348 NE SR 61,Pratt,KS,67124",37.6557822,-37.6557822,
Pratt Institute-Main,"200 Willoughby Ave,Brooklyn,NY,11205",40.6914694,-40.6914694,
Presbyterian College,"503 South Broad Street,Clinton,SC,29325",34.4669734,-34.4669734,
Prescott College,"220 Grove Ave,Prescott,AZ,86301",34.5448304,-34.5448304,
Presentation College,"1500 N Main,Aberdeen,SD,57401",45.4839399,-45.4839399,
Prince George's Community College,"301 Largo Rd,Largo,MD,20774",38.8867498,-38.8867498,
Princeton University,"1 Nassau Hall,Princeton,NJ,8544",40.3486278,-40.3486278,
Providence Christian College,"464 E. Walnut St.,Pasadena,CA,91101",34.1493046,-34.1493046,
Providence College,"1 Cunningham Square,Providence,RI,2918",41.8441035,-41.8441035,
Purdue University Northwest,"2200 169th Street,Hammond,IN,46323",41.5879387,-41.5879387,
Purdue University-Main Campus,"Hovde Hall of Administration,West Lafayette,IN,47907",40.4282112,-40.4282112,
Queens University of Charlotte,"1900 Selwyn Ave,Charlotte,NC,28274",35.1887678,-35.1887678,
Quincy College,"1250 Hancock Street,Quincy,MA,2169",42.2519026,-42.2519026,
Quincy University,"1800 College Ave,Quincy,IL,62301",39.9405616,-39.9405616,
Quinnipiac University,"Mt Carmel Ave,Hamden,CT,6518",41.4239112,-41.4239112,
Quinsigamond Community College,"670 West Boylston Street,Worcester,MA,1606",42.3146459,-42.3146459,
Radford University,"801 East Main St.,Radford,VA,24142",37.1398766,-37.1398766,
Rainy River Community College,"1501 Hwy 71,International Falls,MN,56649",49.1280704,-49.1280704,
Ramapo College of New Jersey,"505 Ramapo Valley Rd,Mahwah,NJ,7430",41.081602,-41.081602,
Randall University,"3701 S I-35 Service Road,Moore,OK,73160",35.300747,-35.300747,
Randolph College,"2500 Rivermont Ave,Lynchburg,VA,24503",37.4382161,-37.4382161,
Randolph-Macon College,"204 Henry St,Ashland,VA,23005",37.7607275,-37.7607275,
Ranger College,"1100 College Circle,Ranger,TX,76470",32.4585435,-32.4585435,
Raritan Valley Community College,"118 Lamington Road,Branchburg,NJ,8876",40.61085,-40.61085,
Redlands Community College,"1300 S Country Club Rd,El Reno,OK,730365304",35.518597,-35.518597,
Reedley College,"995 N Reed Ave,Reedley,CA,93654",36.6053908,-36.6053908,
Regent University,"1000 Regent University Dr,Virginia Beach,VA,23464",36.8009596,-36.8009596,
Regis College,"235 Wellesley St,Weston,MA,2493",42.3502881,-42.3502881,
Regis University,"3333 Regis Blvd,Denver,CO,80221",39.7881508,-39.7881508,
Reinhardt University,"7300 Reinhardt Circle,Waleska,GA,30183",34.317812,-34.317812,
Rend Lake College,"468 N Ken Gray Pkwy,Ina,IL,62846",38.1305373,-38.1305373,
Rensselaer Polytechnic Institute,"110 8th St,Troy,NY,12180",42.729185,-42.729185,
Rhode Island College,"600 Mount Pleasant Ave,Providence,RI,2908",41.8446451,-41.8446451,
Rhodes College,"2000 North Parkway,Memphis,TN,38112",35.1528744,-35.1528744,
Rice University,"6100 S Main St,Houston,TX,77005",29.69102,-29.69102,
Richard Bland College of William and Mary,"11301 Johnson Rd.,South Prince George,VA,23805",37.1557326,-37.1557326,
Richland College,"12800 Abrams Rd.,Dallas,TX,75243",32.9198714,-32.9198714,
Rider University,"2083 Lawrence Road,Lawrenceville,NJ,8648",40.2660866,-40.2660866,
Ridgewater College,"2101 15th Ave NW,Willmar,MN,56201",45.1385756,-45.1385756,
Rio Hondo College,"3600 Workman Mill Rd,Whittier,CA,90601",34.0199534,-34.0199534,
Ripon College,"300 West Seward Street,Ripon,WI,54971",43.8432217,-43.8432217,
Riverland Community College,"1900 8th Ave NW,Austin,MN,55912",43.6760635,-43.6760635,
Riverside City College,"4800 Magnolia Avenue,Riverside,CA,92506",33.9714889,-33.9714889,
Rivier University,"420 South Main St,Nashua,NH,30605086",42.7393913,-42.7393913,
Roane State Community College,"276 Patton Lane,Harriman,TN,37748",35.8806173,-35.8806173,
Roanoke College,"221 College Lane,Salem,VA,24153",37.294248,-37.294248,
Robert Morris University,"6001 University Boulevard,Moon Township,PA,15108",40.5215511,-40.5215511,
Robert Morris University Illinois,"401 S State Street,Chicago,IL,60605",41.8763776,-41.8763776,
Roberts Wesleyan College,"2301 Westside Dr,Rochester,NY,14624",43.1255219,-43.1255219,
Rochester College,"800 West Avon Road,Rochester Hills,MI,48307",42.666778,-42.666778,
Rochester Community and Technical College,"851 30th Ave SE,Rochester,MN,55904",44.0139319,-44.0139319,
Rochester Institute of Technology,"1 Lomb Memorial Dr,Rochester,NY,14623",43.0839247,-43.0839247,
Rock Valley College,"3301 N Mulford Rd,Rockford,IL,61114",42.3095499,-42.3095499,
Rockford University,"5050 E State St,Rockford,IL,61108",42.269123,-42.269123,
Rockhurst University,"1100 Rockhurst Rd,Kansas City,MO,64110",39.0309284,-39.0309284,
Rockingham Community College,"215 Wrenn Memorial Road,Wentworth,NC,27375",36.387759,-36.387759,
